timestamp,use_kW
2016-01-01 05:00:00,0.6196666666666667
2016-01-01 05:01:00,0.61
2016-01-01 05:02:00,0.613
2016-01-01 05:03:00,0.64
2016-01-01 05:04:00,0.6416666666666667
2016-01-01 05:05:00,0.652
2016-01-01 05:06:00,0.66
2016-01-01 05:07:00,0.6653333333333333
2016-01-01 05:08:00,0.671
2016-01-01 05:09:00,0.64
2016-01-01 05:10:00,0.62
2016-01-01 05:11:00,0.608
2016-01-01 05:12:00,0.59
2016-01-01 05:13:00,0.5853333333333333
2016-01-01 05:14:00,0.59
2016-01-01 05:15:00,0.6053333333333334
2016-01-01 05:16:00,0.6326666666666667
2016-01-01 05:17:00,0.668
2016-01-01 05:18:00,0.6926666666666667
2016-01-01 05:19:00,0.6866666666666668
2016-01-01 05:20:00,0.645
2016-01-01 05:21:00,0.6153333333333334
2016-01-01 05:22:00,0.6023333333333334
2016-01-01 05:23:00,0.6
2016-01-01 05:24:00,0.6
2016-01-01 05:25:00,0.6173333333333333
2016-01-01 05:26:00,0.629
2016-01-01 05:27:00,0.63
2016-01-01 05:28:00,0.6396666666666667
2016-01-01 05:29:00,0.6396666666666667
2016-01-01 05:30:00,0.6293333333333333
2016-01-01 05:31:00,0.6140000000000001
2016-01-01 05:32:00,0.5559999999999999
2016-01-01 05:33:00,0.5266666666666667
2016-01-01 05:34:00,0.504
2016-01-01 05:35:00,0.4776666666666667
2016-01-01 05:36:00,0.47
2016-01-01 05:37:00,0.482
2016-01-01 05:38:00,0.5166666666666667
2016-01-01 05:39:00,0.5373333333333333
2016-01-01 05:40:00,0.558
2016-01-01 05:41:00,0.57
2016-01-01 05:42:00,0.5746666666666667
2016-01-01 05:43:00,0.58
2016-01-01 05:44:00,0.5853333333333333
2016-01-01 05:45:00,0.5956666666666666
2016-01-01 05:46:00,0.606
2016-01-01 05:47:00,0.6226666666666667
2016-01-01 05:48:00,0.6366666666666667
2016-01-01 05:49:00,0.654
2016-01-01 05:50:00,0.66
2016-01-01 05:51:00,0.6753333333333333
2016-01-01 05:52:00,0.712
2016-01-01 05:53:00,0.7283333333333333
2016-01-01 05:54:00,0.73
2016-01-01 05:55:00,0.676
2016-01-01 05:56:00,0.6046666666666667
2016-01-01 05:57:00,0.5516666666666666
2016-01-01 05:58:00,0.5293333333333333
2016-01-01 05:59:00,0.51
2016-01-01 06:00:00,0.511
2016-01-01 06:01:00,0.5226666666666666
2016-01-01 06:02:00,0.5433333333333333
2016-01-01 06:03:00,0.5660000000000001
2016-01-01 06:04:00,0.6063333333333333
2016-01-01 06:05:00,0.6573333333333334
2016-01-01 06:06:00,0.662
2016-01-01 06:07:00,0.7
2016-01-01 06:08:00,0.7346666666666667
2016-01-01 06:09:00,0.776
2016-01-01 06:10:00,0.7913333333333334
2016-01-01 06:11:00,0.7706666666666667
2016-01-01 06:12:00,0.715
2016-01-01 06:13:00,0.6486666666666667
2016-01-01 06:14:00,0.6186666666666666
2016-01-01 06:15:00,0.61
2016-01-01 06:16:00,0.61
2016-01-01 06:17:00,0.6166666666666667
2016-01-01 06:18:00,0.599
2016-01-01 06:19:00,0.5753333333333333
2016-01-01 06:20:00,0.547
2016-01-01 06:21:00,0.516
2016-01-01 06:22:00,0.4933333333333333
2016-01-01 06:23:00,0.464
2016-01-01 06:24:00,0.451
2016-01-01 06:25:00,0.478
2016-01-01 06:26:00,0.509
2016-01-01 06:27:00,0.5103333333333333
2016-01-01 06:28:00,0.522
2016-01-01 06:29:00,0.551
2016-01-01 06:30:00,0.5586666666666668
2016-01-01 06:31:00,0.5533333333333333
2016-01-01 06:32:00,0.57
2016-01-01 06:33:00,0.57
2016-01-01 06:34:00,0.5726666666666667
2016-01-01 06:35:00,0.583
2016-01-01 06:36:00,0.5966666666666666
2016-01-01 06:37:00,0.6136666666666667
2016-01-01 06:38:00,0.624
2016-01-01 06:39:00,0.6386666666666667
2016-01-01 06:40:00,0.6453333333333333
2016-01-01 06:41:00,0.615
2016-01-01 06:42:00,0.5526666666666666
2016-01-01 06:43:00,0.4803333333333333
2016-01-01 06:44:00,0.42
2016-01-01 06:45:00,0.362
2016-01-01 06:46:00,0.34
2016-01-01 06:47:00,0.319
2016-01-01 06:48:00,0.332
2016-01-01 06:49:00,0.386
2016-01-01 06:50:00,0.48
2016-01-01 06:51:00,0.575
2016-01-01 06:52:00,0.6506666666666666
2016-01-01 06:53:00,0.669
2016-01-01 06:54:00,0.698
2016-01-01 06:55:00,0.7193333333333333
2016-01-01 06:56:00,0.7406666666666666
2016-01-01 06:57:00,0.76
2016-01-01 06:58:00,0.762
2016-01-01 06:59:00,0.7773333333333333
2016-01-01 07:00:00,0.7583333333333333
2016-01-01 07:01:00,0.752
2016-01-01 07:02:00,0.7576666666666667
2016-01-01 07:03:00,0.75
2016-01-01 07:04:00,0.75
2016-01-01 07:05:00,0.7066666666666667
2016-01-01 07:06:00,0.5686666666666667
2016-01-01 07:07:00,0.432
2016-01-01 07:08:00,0.3296666666666666
2016-01-01 07:09:00,0.2666666666666666
2016-01-01 07:10:00,0.2299999999999999
2016-01-01 07:11:00,0.236
2016-01-01 07:12:00,0.3066666666666666
2016-01-01 07:13:00,0.4039999999999999
2016-01-01 07:14:00,0.4906666666666667
2016-01-01 07:15:00,0.52
2016-01-01 07:16:00,0.548
2016-01-01 07:17:00,0.5746666666666667
2016-01-01 07:18:00,0.6106666666666667
2016-01-01 07:19:00,0.66
2016-01-01 07:20:00,0.7033333333333333
2016-01-01 07:21:00,0.7446666666666667
2016-01-01 07:22:00,0.759
2016-01-01 07:23:00,0.7693333333333334
2016-01-01 07:24:00,0.7893333333333333
2016-01-01 07:25:00,0.7900000000000001
2016-01-01 07:26:00,0.7906666666666667
2016-01-01 07:27:00,0.793
2016-01-01 07:28:00,0.7166666666666667
2016-01-01 07:29:00,0.6133333333333333
2016-01-01 07:30:00,0.504
2016-01-01 07:31:00,0.3836666666666666
2016-01-01 07:32:00,0.322
2016-01-01 07:33:00,0.291
2016-01-01 07:34:00,0.29
2016-01-01 07:35:00,0.3813333333333333
2016-01-01 07:36:00,0.51
2016-01-01 07:37:00,0.5916666666666667
2016-01-01 07:38:00,0.6433333333333333
2016-01-01 07:39:00,0.685
2016-01-01 07:40:00,0.7106666666666667
2016-01-01 07:41:00,0.737
2016-01-01 07:42:00,0.75
2016-01-01 07:43:00,0.7626666666666666
2016-01-01 07:44:00,0.7766666666666667
2016-01-01 07:45:00,0.773
2016-01-01 07:46:00,0.7626666666666666
2016-01-01 07:47:00,0.7676666666666667
2016-01-01 07:48:00,0.778
2016-01-01 07:49:00,0.7966666666666667
2016-01-01 07:50:00,0.7826666666666667
2016-01-01 07:51:00,0.735
2016-01-01 07:52:00,0.6553333333333333
2016-01-01 07:53:00,0.6016666666666667
2016-01-01 07:54:00,0.5996666666666666
2016-01-01 07:55:00,0.5906666666666667
2016-01-01 07:56:00,0.602
2016-01-01 07:57:00,0.624
2016-01-01 07:58:00,0.6566666666666666
2016-01-01 07:59:00,0.696
2016-01-01 08:00:00,0.7223333333333333
2016-01-01 08:01:00,0.7353333333333333
2016-01-01 08:02:00,0.75
2016-01-01 08:03:00,0.75
2016-01-01 08:04:00,0.7536666666666666
2016-01-01 08:05:00,0.764
2016-01-01 08:06:00,0.783
2016-01-01 08:07:00,0.8046666666666666
2016-01-01 08:08:00,0.81
2016-01-01 08:09:00,0.8260000000000001
2016-01-01 08:10:00,0.8343333333333333
2016-01-01 08:11:00,0.836
2016-01-01 08:12:00,0.84
2016-01-01 08:13:00,0.8466666666666666
2016-01-01 08:14:00,0.836
2016-01-01 08:15:00,0.808
2016-01-01 08:16:00,0.7616666666666667
2016-01-01 08:17:00,0.734
2016-01-01 08:18:00,0.705
2016-01-01 08:19:00,0.6913333333333332
2016-01-01 08:20:00,0.69
2016-01-01 08:21:00,0.7086666666666666
2016-01-01 08:22:00,0.7486666666666667
2016-01-01 08:23:00,0.771
2016-01-01 08:24:00,0.8013333333333335
2016-01-01 08:25:00,0.821
2016-01-01 08:26:00,0.8313333333333333
2016-01-01 08:27:00,0.8433333333333334
2016-01-01 08:28:00,0.86
2016-01-01 08:29:00,0.8623333333333334
2016-01-01 08:30:00,0.8726666666666667
2016-01-01 08:31:00,0.8830000000000001
2016-01-01 08:32:00,0.8866666666666667
2016-01-01 08:33:00,0.88
2016-01-01 08:34:00,0.884
2016-01-01 08:35:00,0.8943333333333334
2016-01-01 08:36:00,0.9046666666666668
2016-01-01 08:37:00,0.895
2016-01-01 08:38:00,0.8853333333333333
2016-01-01 08:39:00,0.9013333333333332
2016-01-01 08:40:00,0.91
2016-01-01 08:41:00,0.91
2016-01-01 08:42:00,0.91
2016-01-01 08:43:00,0.917
2016-01-01 08:44:00,0.92
2016-01-01 08:45:00,0.8893333333333333
2016-01-01 08:46:00,0.856
2016-01-01 08:47:00,0.8666666666666667
2016-01-01 08:48:00,0.8526666666666666
2016-01-01 08:49:00,0.841
2016-01-01 08:50:00,0.7933333333333333
2016-01-01 08:51:00,0.7223333333333333
2016-01-01 08:52:00,0.6483333333333333
2016-01-01 08:53:00,0.598
2016-01-01 08:54:00,0.5660000000000001
2016-01-01 08:55:00,0.5286666666666667
2016-01-01 08:56:00,0.515
2016-01-01 08:57:00,0.488
2016-01-01 08:58:00,0.4776666666666667
2016-01-01 08:59:00,0.47
2016-01-01 09:00:00,0.458
2016-01-01 09:01:00,0.4233333333333333
2016-01-01 09:02:00,0.4026666666666667
2016-01-01 09:03:00,0.378
2016-01-01 09:04:00,0.36
2016-01-01 09:05:00,0.3553333333333333
2016-01-01 09:06:00,0.3549999999999999
2016-01-01 09:07:00,0.3653333333333333
2016-01-01 09:08:00,0.3813333333333333
2016-01-01 09:09:00,0.39
2016-01-01 09:10:00,0.3963333333333333
2016-01-01 09:11:00,0.42
2016-01-01 09:12:00,0.444
2016-01-01 09:13:00,0.4646666666666667
2016-01-01 09:14:00,0.5083333333333333
2016-01-01 09:15:00,0.584
2016-01-01 09:16:00,0.6083333333333333
2016-01-01 09:17:00,0.662
2016-01-01 09:18:00,0.688
2016-01-01 09:19:00,0.7273333333333334
2016-01-01 09:20:00,0.73
2016-01-01 09:21:00,0.749
2016-01-01 09:22:00,0.7186666666666667
2016-01-01 09:23:00,0.6869999999999999
2016-01-01 09:24:00,0.5593333333333332
2016-01-01 09:25:00,0.4833333333333333
2016-01-01 09:26:00,0.448
2016-01-01 09:27:00,0.4423333333333333
2016-01-01 09:28:00,0.4526666666666666
2016-01-01 09:29:00,0.487
2016-01-01 09:30:00,0.61
2016-01-01 09:31:00,0.7923333333333333
2016-01-01 09:32:00,0.904
2016-01-01 09:33:00,0.897
2016-01-01 09:34:00,0.8846666666666666
2016-01-01 09:35:00,0.88
2016-01-01 09:36:00,0.8646666666666667
2016-01-01 09:37:00,0.843
2016-01-01 09:38:00,0.8
2016-01-01 09:39:00,0.7103333333333334
2016-01-01 09:40:00,0.6166666666666667
2016-01-01 09:41:00,0.576
2016-01-01 09:42:00,0.57
2016-01-01 09:43:00,0.57
2016-01-01 09:44:00,0.554
2016-01-01 09:45:00,0.6
2016-01-01 09:46:00,0.5926666666666666
2016-01-01 09:47:00,0.554
2016-01-01 09:48:00,0.5126666666666667
2016-01-01 09:49:00,0.4906666666666666
2016-01-01 09:50:00,0.44
2016-01-01 09:51:00,0.44
2016-01-01 09:52:00,0.439
2016-01-01 09:53:00,0.434
2016-01-01 09:54:00,0.4616666666666666
2016-01-01 09:55:00,0.476
2016-01-01 09:56:00,0.5023333333333333
2016-01-01 09:57:00,0.5153333333333333
2016-01-01 09:58:00,0.539
2016-01-01 09:59:00,0.5733333333333334
2016-01-01 10:00:00,0.611
2016-01-01 10:01:00,0.646
2016-01-01 10:02:00,0.6786666666666666
2016-01-01 10:03:00,0.69
2016-01-01 10:04:00,0.6799999999999999
2016-01-01 10:05:00,0.6593333333333333
2016-01-01 10:06:00,0.6443333333333334
2016-01-01 10:07:00,0.652
2016-01-01 10:08:00,0.66
2016-01-01 10:09:00,0.6866666666666666
2016-01-01 10:10:00,0.7
2016-01-01 10:11:00,0.656
2016-01-01 10:12:00,0.594
2016-01-01 10:13:00,0.548
2016-01-01 10:14:00,0.515
2016-01-01 10:15:00,0.4926666666666666
2016-01-01 10:16:00,0.49
2016-01-01 10:17:00,0.4993333333333333
2016-01-01 10:18:00,0.5386666666666666
2016-01-01 10:19:00,0.6203333333333333
2016-01-01 10:20:00,0.6333333333333333
2016-01-01 10:21:00,0.682
2016-01-01 10:22:00,0.7026666666666667
2016-01-01 10:23:00,0.7233333333333333
2016-01-01 10:24:00,0.74
2016-01-01 10:25:00,0.74
2016-01-01 10:26:00,0.7453333333333333
2016-01-01 10:27:00,0.763
2016-01-01 10:28:00,0.78
2016-01-01 10:29:00,0.8073333333333333
2016-01-01 10:30:00,0.8079999999999999
2016-01-01 10:31:00,0.7856666666666666
2016-01-01 10:32:00,0.7753333333333334
2016-01-01 10:33:00,0.75
2016-01-01 10:34:00,0.7086666666666666
2016-01-01 10:35:00,0.6503333333333333
2016-01-01 10:36:00,0.608
2016-01-01 10:37:00,0.5873333333333333
2016-01-01 10:38:00,0.58
2016-01-01 10:39:00,0.587
2016-01-01 10:40:00,0.6046666666666667
2016-01-01 10:41:00,0.6406666666666666
2016-01-01 10:42:00,0.674
2016-01-01 10:43:00,0.6966666666666667
2016-01-01 10:44:00,0.7260000000000001
2016-01-01 10:45:00,0.748
2016-01-01 10:46:00,0.7593333333333334
2016-01-01 10:47:00,0.789
2016-01-01 10:48:00,0.811
2016-01-01 10:49:00,0.8426666666666666
2016-01-01 10:50:00,0.882
2016-01-01 10:51:00,0.9013333333333332
2016-01-01 10:52:00,0.9083333333333332
2016-01-01 10:53:00,0.902
2016-01-01 10:54:00,0.91
2016-01-01 10:55:00,0.91
2016-01-01 10:56:00,0.913
2016-01-01 10:57:00,0.9133333333333334
2016-01-01 10:58:00,0.9036666666666666
2016-01-01 10:59:00,0.898
2016-01-01 11:00:00,0.8886666666666667
2016-01-01 11:01:00,0.886
2016-01-01 11:02:00,0.865
2016-01-01 11:03:00,0.86
2016-01-01 11:04:00,0.8656666666666666
2016-01-01 11:05:00,0.864
2016-01-01 11:06:00,0.8536666666666667
2016-01-01 11:07:00,0.8233333333333334
2016-01-01 11:08:00,0.754
2016-01-01 11:09:00,0.7226666666666667
2016-01-01 11:10:00,0.7046666666666667
2016-01-01 11:11:00,0.7
2016-01-01 11:12:00,0.675
2016-01-01 11:13:00,0.644
2016-01-01 11:14:00,0.613
2016-01-01 11:15:00,0.61
2016-01-01 11:16:00,0.6196666666666667
2016-01-01 11:17:00,0.6303333333333333
2016-01-01 11:18:00,0.6406666666666666
2016-01-01 11:19:00,0.645
2016-01-01 11:20:00,0.5973333333333333
2016-01-01 11:21:00,0.5766666666666667
2016-01-01 11:22:00,0.5619999999999999
2016-01-01 11:23:00,0.57
2016-01-01 11:24:00,0.5673333333333334
2016-01-01 11:25:00,0.5660000000000001
2016-01-01 11:26:00,0.58
2016-01-01 11:27:00,0.5836666666666666
2016-01-01 11:28:00,0.59
2016-01-01 11:29:00,0.5943333333333333
2016-01-01 11:30:00,0.6186666666666666
2016-01-01 11:31:00,0.6649999999999999
2016-01-01 11:32:00,0.706
2016-01-01 11:33:00,0.7483333333333333
2016-01-01 11:34:00,0.788
2016-01-01 11:35:00,0.8063333333333333
2016-01-01 11:36:00,0.8166666666666667
2016-01-01 11:37:00,0.8130000000000001
2016-01-01 11:38:00,0.8026666666666668
2016-01-01 11:39:00,0.7156666666666667
2016-01-01 11:40:00,0.658
2016-01-01 11:41:00,0.5916666666666667
2016-01-01 11:42:00,0.554
2016-01-01 11:43:00,0.532
2016-01-01 11:44:00,0.53
2016-01-01 11:45:00,0.4623333333333334
2016-01-01 11:46:00,0.4096666666666666
2016-01-01 11:47:00,0.4
2016-01-01 11:48:00,0.402
2016-01-01 11:49:00,0.4306666666666666
2016-01-01 11:50:00,0.505
2016-01-01 11:51:00,0.534
2016-01-01 11:52:00,0.5546666666666666
2016-01-01 11:53:00,0.5646666666666665
2016-01-01 11:54:00,0.5589999999999999
2016-01-01 11:55:00,0.5633333333333332
2016-01-01 11:56:00,0.5336666666666667
2016-01-01 11:57:00,0.532
2016-01-01 11:58:00,0.5243333333333333
2016-01-01 11:59:00,0.516
2016-01-01 12:00:00,0.495
2016-01-01 12:01:00,0.4846666666666666
2016-01-01 12:02:00,0.4856666666666667
2016-01-01 12:03:00,0.4959999999999999
2016-01-01 12:04:00,0.5063333333333333
2016-01-01 12:05:00,0.51
2016-01-01 12:06:00,0.4959999999999999
2016-01-01 12:07:00,0.4606666666666666
2016-01-01 12:08:00,0.4423333333333333
2016-01-01 12:09:00,0.424
2016-01-01 12:10:00,0.42
2016-01-01 12:11:00,0.4286666666666666
2016-01-01 12:12:00,0.448
2016-01-01 12:13:00,0.4686666666666666
2016-01-01 12:14:00,0.4893333333333333
2016-01-01 12:15:00,0.5206666666666667
2016-01-01 12:16:00,0.5406666666666667
2016-01-01 12:17:00,0.552
2016-01-01 12:18:00,0.5713333333333332
2016-01-01 12:19:00,0.58
2016-01-01 12:20:00,0.582
2016-01-01 12:21:00,0.5876666666666667
2016-01-01 12:22:00,0.5826666666666667
2016-01-01 12:23:00,0.587
2016-01-01 12:24:00,0.58
2016-01-01 12:25:00,0.5763333333333333
2016-01-01 12:26:00,0.578
2016-01-01 12:27:00,0.59
2016-01-01 12:28:00,0.5993333333333334
2016-01-01 12:29:00,0.59
2016-01-01 12:30:00,0.538
2016-01-01 12:31:00,0.4873333333333333
2016-01-01 12:32:00,0.4459999999999999
2016-01-01 12:33:00,0.4173333333333333
2016-01-01 12:34:00,0.3966666666666666
2016-01-01 12:35:00,0.39
2016-01-01 12:36:00,0.3973333333333333
2016-01-01 12:37:00,0.4306666666666666
2016-01-01 12:38:00,0.456
2016-01-01 12:39:00,0.5016666666666667
2016-01-01 12:40:00,0.5186666666666667
2016-01-01 12:41:00,0.529
2016-01-01 12:42:00,0.5486666666666667
2016-01-01 12:43:00,0.5693333333333332
2016-01-01 12:44:00,0.5806666666666666
2016-01-01 12:45:00,0.602
2016-01-01 12:46:00,0.631
2016-01-01 12:47:00,0.6426666666666667
2016-01-01 12:48:00,0.6633333333333334
2016-01-01 12:49:00,0.68
2016-01-01 12:50:00,0.6846666666666666
2016-01-01 12:51:00,0.7
2016-01-01 12:52:00,0.6729999999999999
2016-01-01 12:53:00,0.5833333333333334
2016-01-01 12:54:00,0.5043333333333334
2016-01-01 12:55:00,0.44
2016-01-01 12:56:00,0.397
2016-01-01 12:57:00,0.38
2016-01-01 12:58:00,0.38
2016-01-01 12:59:00,0.3853333333333333
2016-01-01 13:00:00,0.407
2016-01-01 13:01:00,0.444
2016-01-01 13:02:00,0.4663333333333333
2016-01-01 13:03:00,0.4766666666666666
2016-01-01 13:04:00,0.487
2016-01-01 13:05:00,0.49
2016-01-01 13:06:00,0.4976666666666666
2016-01-01 13:07:00,0.508
2016-01-01 13:08:00,0.5183333333333333
2016-01-01 13:09:00,0.5373333333333333
2016-01-01 13:10:00,0.576
2016-01-01 13:11:00,0.5893333333333334
2016-01-01 13:12:00,0.59
2016-01-01 13:13:00,0.6206666666666667
2016-01-01 13:14:00,0.6406666666666666
2016-01-01 13:15:00,0.639
2016-01-01 13:16:00,0.528
2016-01-01 13:17:00,0.4433333333333333
2016-01-01 13:18:00,0.4039999999999999
2016-01-01 13:19:00,0.3753333333333333
2016-01-01 13:20:00,0.3626666666666666
2016-01-01 13:21:00,0.373
2016-01-01 13:22:00,0.3833333333333333
2016-01-01 13:23:00,0.3973333333333333
2016-01-01 13:24:00,0.426
2016-01-01 13:25:00,0.463
2016-01-01 13:26:00,0.4986666666666667
2016-01-01 13:27:00,0.525
2016-01-01 13:28:00,0.5406666666666667
2016-01-01 13:29:00,0.5443333333333334
2016-01-01 13:30:00,0.552
2016-01-01 13:31:00,0.5536666666666668
2016-01-01 13:32:00,0.55
2016-01-01 13:33:00,0.543
2016-01-01 13:34:00,0.5326666666666667
2016-01-01 13:35:00,0.53
2016-01-01 13:36:00,0.514
2016-01-01 13:37:00,0.5183333333333333
2016-01-01 13:38:00,0.546
